"After playing until midnight at Huis Ten Bosch, check in. There is a liaison bus with Huis Ten Bosch but there is no during the night so taxi or walk (about 10 minutes). The robots will check in even at night. The room is a bit small but clean and with a thuri. Breakfast was health-oriented but many items were delicious",4
Air input is useless,2
"Although it is a little far from Huis Ten Bosch, there is an exit that allows you to return directly from Huis Ten Bosch. I walk outside to my room, so what about rainy days? maybe There are coin lockers in the parking lot, so you should put your luggage in before going to Huis Ten Bosch before going to Huis Ten Bosch.",3
"Although it is compact, it is beautiful and easy to use. Breakfast is at AURA. Delicious!",4
"Although it is far from the entrance of Huis Ten Bosch, there is a shuttle bus and a dedicated passage to the park, which is convenient.",4
"Although it was a special day, the amount was high. However, it was convenient because it had its own entrance.",3
"Amenities☆☆ Its a rinse-in shampoo, so my hair is dry. Cleaning☆☆ No change of sheets or cleaning of the room. Towels and amenities are exchanged. Fixtures☆☆ There is a pot, but you can buy coffee, tea, etc. from the vending machine on the first floor. The aura of breakfast is ☆☆☆☆ Morning, noon, night buffet, especially night tempura ◎ All the other vegetables were very tasty. However, since the place is a restaurant after going out once, it is inconvenient in case of bad weather. No room service There is a charge for parking Is it good for younger generation? Not recommended for people of a certain age",2
"An eerie hotel that symbolizes the rattling Huis Ten Bosch. Of course, there is no human service. Every move of the lodger is targeted by a robot-embedded voyeur camera. The suspicious good evaluation of this review is the same, but only the Internet measures are excellent. Isnt the one who is deceived a very weak countryman?",1
An unmanned convenience store will open in the hotel soon! Ill let the robot stay at the robots reception desk and at the robots bar someday instead of me!,4
"Anyway, the walls are thin, so I cant sleep because of the noise next door and above and the slapstick in the hallway. I think cheap business hotels have better amenities and tea bags. There is dust in every corner of the room, there is also hair... Guidance from the front desk to the room is also difficult to understand and gets lost. I cant help it because Im using the prefectural discount and its cheaper, but if its the regular price, I definitely wont stay It was a hotel where I could not stay comfortably.",1
"Anyways teeth? ? ? ? ? ? ? ? A hotel. I made a reservation without knowing anything reception in the lobby I never thought Id go outside ? ? ? ? ? ? ? ? was. Unfortunately, the weather was warning-grade heavy rain. I searched for the building of the room with a large amount of luggage and two children, but even if I proceeded as instructed, there was no applicable building ww Families making U-turns here and there Like us, he was confused. Guidance to the building is too complicated. I wandered around and managed to reach the room, but I was already exhausted. Even though I know we are staying with 2 children, the loungewear provided is for adults only. No microwave in the room. I will never stay there again.",1
"Apart from the naming, the facilities are also very clean and sufficient. It takes about 10 minutes to go through the welcome gate of Huis Ten Bosch, but its right after passing through the adventure park. There is a robot cloakroom in the hotel, and one can be kept for 500 yen, but the coin locker at the entrance is large and I was able to put 3 carry bags and 1 sports bag in the locker for 700 yen. Breakfast was stated to start at 7:00, but the poster at the front desk changed it to start at 6:30. The breakfast was buffet style and very delicious.",4
"As it is a little away from the station, Huis Ten Bosch, its hard to walk with luggage. The receptionist can check in the robot by voice or touch panel and unlock the room by face recognition as well as cards, and souvenirs, additional amenities and fast food are also sold by vending machines, and there was almost no sign of people. However, since the cleaning person walks at the time of checkout, it was pulled back from the strange hotel of a robot only to a normal hotel. Also, it was a pity that there was no elevator in the facility, it was delicious, but the restaurant was healthy and natural and the theme was not a strange hotel element, and the sensitivity of Tully in the room was too bad to respond to the words.",3
"As the name suggests, it was a strange hotel, and there were many things that bothered me.・There is no elevator and it is difficult to carry a suitcase only on stairs ・The 3D touch panel at the reception does not respond to touch ・The face recognition system at the convenience store does not work and the door cannot be unlocked ・The touch screen in the game corner does not respond well ・Churi recognizes voice I have the impression that the system is generally old, but the room was clean and the breakfast at the restaurant Aura was delicious.",3
"At first I was embarrassed, but according to the familiarity, I was able to spend pleasantly without using my mind. Check-in was easy too.",4
Awesome,4
beautiful and sw,5
"Beautiful, but... There is no toilet door, and the sensor-type electricity goes out quickly... I need a little more maturity...",2
"Because it is 2 days and 1 night, I went with a focus on play! Room is normal. The bath was only a shower, but there was no problem. Floating check-in panel? I was surprised, but it was smooth. We recommend taking a taxi to the hotel at night! Weird hotel guests change through the back streets! It seems that you can go home through the cherry blossoms at night during the cherry blossom season! !",5
"Because my eyes become room keys, I will go into the room alone even if I go outside The Robophone Orchestra is very nice to meet you I made a reservation using D Travel Although reservation was not established Not only the robot but also the staff, I coped and changed the size of the room.",4
"Because there are few products at the unmanned convenience store, if you are thinking of making breakfast easy, you should buy it at another place and bring it in. The convenience store near the entrance to Huis Ten Bosch didnt sell much in the evening.",4
"Because there is a corridor without a roof, bad weather tends to be a problem. It was convenient to enter the room with the face recognition system, but the room was a very ordinary hotel. Air purifiers vary from room to room. There are only basic amenities, and there is nothing convenient to have such as cotton swabs. The small convenience store inside is open until 25:00. Other major convenience stores take about 20 minutes to walk one way, so if you dont plan your stay, youll get lost in the outcrop.",3
Berry Gudjo,5
Both the horizontal and vertical walls are thin and noisy. 3000 yen guest house level...,1
breakfast is good,4
Breakfast was also very good. The room was also very nice. The robot support when checking in was also very good❗,5
"Breakfast was delicious! The hotel is new and clean. But I wonder if cleaning is sweet. As soon as I entered the room, there was garbage on the sofa, locks of hair on the floor, A band-aid under the extra bed... The bathroom looks clean at first glance, but there is pink mold here and there. why? It looks pretty because its new now It looks like its going to get dirty soon if the cleaning crew doesnt try a little harder. Its just like home. Clean with a little more love.",3
Breakfast was very good!,5
科技化酒店 (Translated by Google) Technology Hotel,5
Can try this Hotel as very near to the park,4
"Check in and check out is very smooth and easy. The room was spacious, the facilities were good and I wanted to use it again. It took about 5 minutes on foot to the entrance gate of Huis Ten Bosch and every 20 minutes for the shuttle bus.",5
"Check in is cool,beside that,everything is poor,all the basic service I cannot find in this hotel,may be I should say motel , no basic coffee or tea bags , no USB charger plug for me to charge my cellphone, i cannot find any high tech service or basic service in this hotel, I cannot the conditioner so I need to buy , parking is far away, anyway , think twice before to book, one of the important thing, they dont English. Really bad experience",1
"Check in is self-service, but non-Japanese must go to the counter on the far right to operate with a computer, and you cannot find dinosaurs or female robot counters!",3
"Check-in & check-out is handled by the robot. It is divided into a two-story building, “There is no elevator”, so is the staircase a little tight suddenly for tired legs and a tight suitcase? The bathroom is separate from the bathroom with the washing area, so it feels wide. There is an electric kettle, but tea and coffee are charged. I took my usual favorites. Bet making is a fee of 1000 yen. You can clean towels.",4
"Check-in was by air touch display, but there was a feeling of the future and it was very fun (∀ ≦ ノ) The child was afraid of the dinosaurs, but this also became a memory (laughs) As it becomes the making of story of story, it is good to try staying once There is a new feeling of cleanliness and the room is tailored to a very stylish space. For wheelchair users, it is recommended to stay in the Deluxe Twin Room on the second floor of the hotel who has a receptionist. When going to the second floor from the reception, it is a gentle slope, so there is no problem with a wheelchair. Rather, the second floor is the first floor and the first floor is at a lower position like the basement, so if you try to go to the first floor room you will end up using a slope with a steep angle. The deluxe twin room is very accessible because it is accessible to the public, but there are no handrails, and the toilets are not wheelchair accessible, although there is no door. I think it would be okay to stay again as it was beautiful.",5
Check-in was fun. The room was clean and had what I needed.,4
Check-in with a robot pick-up,3
Children enjoyed it as soon as they arrived with face authentication registration instead of room key.,4
Children love it!,5
"Children were happy at the front desk. However, it is not recommended for families with children. Since the building is made like a corporation (lightweight steel frame), the staff complained even though we were not so noisy due to the sound and vibration leaking. (The child slept soundly at that time, but ...?) It is not recommended for those who have energetic children or who want to spend their time quietly. The morning buffet was delicious!",2
"Clean, large room, affordable, novel robot service",5
"Comfort bed and shower. Clean room and nearby environment. Very funny check in experience and the eye Identify system for opening door. Excellent breakfast must try. There is TV , hairblower, slippers etc in the room.Nice stay.",5
Cospa is good. Children are overjoyed. The air conditioning was comfortable without drying.,4
Cospa strongest!,4
"Cost cut hotel rather than weird. Amenities include hair ties and hair caps, no cotton swabs, and shampoo with conditioner. The rooms are small and temporary. There is no kind of breakfast buffet. Anyway, I recommend a different hotel, even if its a little more expensive.",2
"Crowded, small room, robot reception as gimmick",3
"Currently staying. I decided to stay at Hotel Europe because I couldnt get it for a day. At 1 oclock tonight, the walls are so thin that it sounds like snoring in the next room is sleeping together. what! ?? These bag-shaped sheets that you cant put out! I cant sleep anyway. Not healed. Help me.",1
Customers are polite and satisfied.,4
"Despite the not-so-cheap price of ¥18,000 for two people, the footsteps and noises of people upstairs are quite loud. The water pressure in the shower is quite weak and sometimes water comes out. Shampoo is rinse-in shampoo and hair is crispy. I feel disappointed that the cheaper hotels have better service and better soundproofing.",2
Dinosaurs staff is interesting. Its hard to get into a convenience store.,5
"Double room The interior of the room is not large, but it is not small and good. I thought there would be something like a robot that could move around, but it was unfortunate that it was not there, and there are several buildings on the hotel site. There is a smartphone in the room, and international calls are free and you can carry around and use Wi-Fi pairing. Recommended for young people. There is a minimum price for money.",4
Drink vending machines were often sold out.,4
超炫 (Translated by Google) super cool,5
超酷 (Translated by Google) Cool,5
酒店附設的停車場並不是免費的，真正的免費停車場離飯店很遠很遠，標示很不清楚。 房間裡的機器人語音辨識能力很差，差點跟他吵起來。 (Translated by Google) …,4.5
適合帶孩子去體驗，早餐也不錯，就是房間小了點，入住及退房及近房間都是自助行的，沒有人工，相對園區內的幾家飯店這間性價比是高的 (Translated by Google) …,4
Easy to go to Huis Ten Bosch.,5
Eat outside for meals and finish the hot springs outside I think its okay if you just sleep! Its close to the gate,5
Enjoyed my stay. Robots all over the place. Especially liked the dinosaurs that check you in at reception. The breakfast was especially good and staff were helpful. I recommend a nights stay for the novelty of it.,4
Equipment is new. The female robot next door can check in more smoothly than the dinosaur at the front desk (personally).,4
"Even though it was on the 2nd floor, there was no EV, so I had to carry a large suit with a small child, which was quite troublesome. A hotel where you can stay once as a story, but you definitely dont want to repeat it",2
Even though there were many students on the school trip I had a quiet time☺️,3
"Everyone was lined up at the reception desk, Dinosaur-kun (≧▽≦)",5
"Except for the bathroom where I was worried about the scale of red mold, it was a clean and beautiful hotel. We stayed on a busy weekend, but thank you for the smooth check-in and check-out. However, since the service is less than a general business hotel, it is recommended that you use it after understanding the correspondence of robots.",4
"Except for the position of the TV, which is difficult to see from one of the beds, there is no dissatisfaction if you do not make a mistake in what you expect as per the previous information.",5
"Face recognition, I couldnt open it in the morning because I was swollen, but it was fun 🎵",5
Facilities are new and comfortable,4
fashionable and beautiful,4
Feeling good with a fresh feeling,4
Ferris wheel best,5
fine,3
For some reason I miss the store clerk,3
"For special restaurants, the Chinese and English recognition of the robot needs to be strengthened;)",4
"For the time being, children are delighted with robots! The room is clean and the bathroom is spacious, no complaints. If I dare say it, I would have been happy if there were tea bags such as tea in the room. I was very happy with my breakfast. Breakfast is a buffet style that promotes health with local production for local consumption. There were many things to eat than hotels around here, and it was delicious. I would like to stay again if I come to Huis Ten Bosch.",4
"Free Wi-Fi is garbage Other than that, I was satisfied.",3
"From Huis Ten Bosch, the last shuttle was early .... Its not much of a distance to walk, to the tired feet playing one day Tsuta Kitsuka. In welcome surprise from the hotel counter, personally very happy. It was very interesting. The speech recognition robot in the room does a little more work!",4
"From the robot reception, to the robot porter, and to the room, Tully will help you.",5
Futuristic,5
Going in and out of the room without a key is fine,4
Good,5
Good ^_^,4
"Good for children. Since it was spring break, the morning buffet was crowded. I wonder if the menu is a little unsatisfactory 😅 Family is satisfied. If youre a couple, its a one-ranked hotel 😊",3
"good place ・Separate bath tub and sink ・The breakfast AURA Aura staff was familiar with families and spoke kindly to children. The rest is Business hotel is the price of Huis Ten Bosch. Its not a bad reason, its an idea of ​​personal price standard, If you spend so much money here, choose another hotel! Amenities such as Eco Hotel are only toothbrushes, razors, and two green tea bags, so I thought, Then lower the price. There was an air purifier, a bottle opener, and a deodorant spray like reset! The room had a strong smell of chemicals, probably to remove the smell of something. It is said to be a robot hotel, but the only thing that really helped me was the unmanned robot front desk that operated the buttons at check-in. Also, when I was operating and my personal information was displayed in the air, a customer took a picture from behind me... Im still worried if I didnt take a picture. Face authentication eliminates the need for a card key in the room, but it was faster to take out the card key because it didnt work. There is an unmanned convenience store and a bar, and payment is by credit card. I was able to choose a room rank such as Standard or Superior when making a reservation, but I was glad that I was able to choose the East or West building. I had lower back pain, so staying in a Japanese-style room in the south was dangerous ✌️ The parking lot in front of the hotel is paid and free. The parking lot is a 5-7 minute walk with a slope, and a robot will put your luggage in the locker for a fee, but other hotels have lower prices and amenities and services / large public bath Since there is, I honestly thought that there would be no next time unless the price was lowered. If you are staying at a directly managed hotel with a large number of families and friends, I would like you to splurge a little more and choose Forest Villa ✴️ I think that it is good for people who like unmanned / science.",2
"Good point Robots are novel and interesting Huis Ten Bosch has an entrance exclusively for guests, making entry and exit smooth Where improvement is needed The TV is a tablet → The video is often interrupted and I cant watch it properly. There is free Wifi → Smartphone data communication is faster.",2
"good point The facility was very clean as of the date of posting. The room was spacious and comfortable. Apart from the bathroom and toilet, I personally liked that the home appliances were made in Japan. Amenities are minimal and less than business hotels. In addition, we were able to enjoy using high-tech keys. Accommodation is ★5. bad point Paid parking. For free parking, you have to use the parking lot about 10 minutes on foot. Convenience stores are not convenient. There is a convenience store called Smart Convenience Store, but you can only enter one group at a time, so I had to wait 30 minutes to buy a cup of noodles. The product lineup is similar to that of a high school store, and only card payments are accepted. We recommend that you purchase your food in advance. Unfortunately, it is 1..",3
Great for the family,5
"Half interest, I tried to stay in the exciting half. The correspondence of the staff was wonderful. It may be hard for people who are not used to it, but I like it ♪",3
Have never been to this place,1
"Henn na Hotel on-site parking is charged, please note",5
"Hennna hotel (a strange hotel) If you are looking for a unique experience with this robot themed hotel, then dont. Because it isnt. This hotel is located in rural Kyushu, it has a lobby with a few detached blocks with 20 or so rooms each. The lobby is equipped with a few very fancy vending machines. The rooms are very... Well, Japanese. The room is tiny and over crowded with furnitures , the floor feels strangely halo and crepes with every steps. These problems are understandable and frankly, common among Japanese hotels. But I am more disappointed in its attractions. The first thing you see in the lobby is these robotics hosts that help you check in. They do speak Mandarin, English and Japanese, but they are rather limited in functions. They scan your passport and then give you your room key, essentially a reskined kiosk that you would see in an airport. And before you get into your room, there is an option to scan your face to use the facial recognition instead of the room key. It uses a 2D scanning process, and unlike the face id on the iPhone X, it can be theological deceived by a photo. Although to be completely fair, it is unlikely to be obtained, but the security aspect are still left to be desired. There is this robot room assistant, and it is got to be one of the creepiest thing I have ever seened. I mean just look at it! The voice recognition is inaccurate and it reminded me of siri in beta phrase if even that. Given the fact that most things around us these days are hackable, this thing offers no value other than having an extra set of microphone that listens to you at all time. Like I said this hotel located in rural Kyushu. The nearest supermarket/shopping complex is 5 miles away and the only way to get there is by taxi which cost around 1500 yen. It claims that it offers all the necessities that you need but it is highly debatable. This is the first hotel I have stayed in that offers disposable razors yet no shaving cream. And there is no bottled water to found in the room, I would have been okay with this if water in the vending machines downstairs didnt cost twice as much as outside. The reason I didnt give this hotel a one star is solely because its breakfast is actually not bad all things considered. So what we have is an hotel that when striped of its gimmicks, is just an mid tier Japanese hotel that costs a lot more than it should.($150USD) so I would advise you to stay away from this one and frankly, there are much better option right next door... Cough cough... The hotel was half empty at the end of the June so yeah... Take that what you may...",2
Hotel room is face pass by face recognition!,4
"However, the front is a robot, after that it feels like an unmanned convenience store in China. The robot is not walking around, which is considerably disappointing than I expected 😢 The room is simple and the amenities are moderate, and it is difficult to move to the room even if it rains The night view is beautiful, but if you dont lower the blinds, you can see the inside of the room from the huge window, which is not the case. The unit bath and toilet are the same as the water around the house. This amount is just too high, isnt it? Ill never stay again. Its a really strange hotel with good disappointment.",2
"Huis Ten Bosch is the only hotel with Japanese-style rooms. I have small children so this is very helpful. And very cheap and beautiful. The front seems to be a little slow to respond, but I didnt mind it too much because it was a robot opponent lol",5
"I also wanted a mirror in the bathroom. The check-in was unmanned (robot compatible), but (of course) the breakfast the next day was completely manned. It would be nice if there was a robot to serve and clean up recently. But it was fun to watch the robots luggage storage.",3
I am sorry that person came out immediately at reception desk. Beer spills too.,4
"I arrived at the hotel earlier than planned due to the rain, and my childs head was soaking wet, so I tried to borrow a towel, but was refused to wait until check-in. The service of the hotel staff was very unpleasant because it was an image that I could reach the itchy place. The child caught a cold the next day. It will be an unforgettable memory. Well, if the weather had been fine, I dont think I would have felt this bad.",1
"I decided to go to Huis Ten Bosch, so I stayed at this famous hotel. When I entered the front desk, the robot responded as expected, and there were many robots in the lobby. Some of the shops are completely unmanned, and they sell anything from vending machines (Times Car Sharing can be done completely unmanned, so it was set up for sale, but I think its a surprise to those who dont know. As a regular user, I was not surprised.) I felt that they were putting effort into unmanned operation. I had high hopes because the price was quite high, but surprisingly there are no weird elements in the room. There were few amenities and I was disappointed. There is a rumba in the corridor of the guest room, but basically it is normal except for the lobby, so if you expect too much, you may be disappointed. However, the lobby alone is interesting, so if you go to Huis Ten Bosch, I think its worth staying at least once. Personally, I like construction work, but the fact that the construction of the third building was being carried out in a hurry was a little disheartening...",3
"I didnt expect much when I went to Henn na Hotel in Tokyo in August, but Huis Ten Bosch was good ♥ Its a pity that there are no places to eat nearby~",5
I do not like so much,2
"I dont think its weird, but its a good hotel.",5
"I expected too much to see how strange it was in me, and I was disappointed because it was too ordinary. I dont know if the room smelled like mold or wood, but it smelled unpleasant. The room was relatively quiet on the first floor on the road side, but it was small for the site. The proof was also dim, and I thought it would be nice to make it a little brighter. The location of the outlets around the bed and the space where you can put things are wonderful. My husband cant sleep when the pillow changes, but he said the pillow here was good and slept quickly. Although it is far from the station, I am very happy with the direct entrance. We recommend that you use the convenience store in front of the station.",3
"I feel that the last pick-up time of the free shuttle bus is around 19:00, which is quite early... It takes about 15-20 minutes on foot. I have luggage, so is it a little tight? Thanks to the robot, check-in is smooth, but its a little confusing because the rooms are in different buildings. Breakfast is a bit pricey... Overall it was clean and I am satisfied.",4
"I forgot my vaccination certificate and the travel support was delayed, but I was able to support my trip safely thanks to your kind advice and support. Thank you very much. Breakfast was also delicious.",5
"I go to Huis Ten Bosch almost every year, but this was my first time using this place. I was worried about breakfast, but it was so delicious that my daughter had another meal, and I ate rice and bread! The rice was not very tasty, but I was satisfied. The room was clean. However, the walls were thin and there were many children, so I was worried about the noise next to and above. Later, I smoke, but I thought it would be nice if each building had a smoking area. It was raining, so I was frustrated because I couldnt smoke.Smokers always want to smoke wherever they go, and it is difficult to find a smoking area in the hotel.",4
I had a good rest,4
"I had a lot of trouble at the reception (´-｀) However, I was excited about the dinosaurs that children love, and the room was a Japanese-style room, so I was able to relax and have a good time. We planned to stay for two nights and stayed at a strange hotel on the first day and in the park on the second day. The walls are thin and you can hear the sound, but it has everything you need and the bathroom is spacious, so I personally like this hotel. I also bought an annual pass, so I will go with my mother and child. It was delicious, so we will definitely be repeat customers (*^^*) Anyway, I hope the corona wont end. Im looking forward to the tulips. Also, I want to enjoy the aura of the night, so Im looking forward to the day when I can eat.",5
"I had children with me, so I really enjoyed it. It was a hotel where I really didnt meet the employees (・∇・)",4
"I have stayed many times, and every time I can find that the hotel is constantly improving. Although it may not be what the tourists need, at least there is a desire for improvement, which is worthy of appreciation!",5
I have trouble when asking questions because there are no people,3
I like this hotel and maintenance but a thing is that I didnt understand japanese and most of the robot prefer Japanese instead of English.,4
I liked the concept. I dont understand the meaning of placing The Zone because the sound is too small.,4
"I love everything with robot but English language is not really available, Google Translate would work though.",5
"I ran into the students of the whole high school, and it was noisy. However, I had a lot of fun at Huis Ten Bosch! I was happy to be able to enter 15 minutes early and see the opera company!",4
I really did not see the staff only with the robot,4
"I really took care of it. The robot will do the procedure at check-in. (I wonder if it will soon disappear.) Because there are few parking lots, if you cant stop, you have to park at the parking lot of the main body of HTB. From there, it becomes a walk. About 10 minutes on foot. If you can catch a taxi, it is easier to catch it. The restaurant is very crowded during the summer holidays. There is a system that allows you to register your mobile number and have you call it when it arrives, so you can wait in the room. HTB fireworks can be seen from the hotel",4
"I stayed at Henn na Hotel for two nights and three days with a plan that included breakfast. Both the robot at the reception and Tully in the room are not very good, but I still enjoyed it. The breakfast buffet restaurant is very good.There are many items, it is clean, and the seasoning is light. I think that it will be a big problem if you cover the Nagasaki Lantern Festival and other events, so please shift it a bit. I think youll enjoy it a lot",3
"I stayed at the hotel using the prefectural discount, but I needed to show proof of vaccination. Please note that if you forget it, you will have to pay the regular fee. Reception at the front desk is done by dinosaurs and androids. I was impressed by the realistic movements. The lodging building is a little far from the front desk, and generally passes through the outdoors. Also, there is basically no elevator, so if you are staying on the second floor, you will have to climb the stairs or come around from the building with the elevator. The interior of the room was mainly wood and white, and I liked it. Enter the park through the gate and exit to the adventure area.",3
"I stayed at this hotel to go to Huis Ten Bosch. It was a concept that robots would do everything, such as check-in, but it was safe because there were employees. The guest room where I stayed this time was a room with a long depth, and it was unified with stylish making such as a sofa. The bathroom was also spacious, but it was a little inconvenient because the toilet and washroom were one. The breakfast was a buffet style with a wide variety and was delicious. I asked for the room to be cleaned on the second day, but there was no change of bed sheets or preparation of new tea, so when I entered the room, I was worried that it had not been cleaned. There is an unmanned convenience store and a strange bar in the front building. Each guest room and dining room are in a building separate from the building where the front desk is located, so you will need an umbrella on rainy days. Huis Ten Bosch can be entered 15 minutes before opening through a dedicated entrance, but it is a little far from the main gate and dark at night.",4
"I stayed at this hotel when I used Huis Ten Bosch. Above all, this hotel is located on the premises of Huis Ten Bosch, so access is very convenient. A feature of this hotel is that there is no human staff. * Of course Im in the background (laughs) You will be taken care of by a dinosaur robot that will work as a receptionist instead of a human, and a robot bartender who will make alcohol at the bar. Other than that, we are thoroughly unmanned, and all facilities such as convenience stores and karaoke in the hotel are operated unmanned. Regarding the important room, I think it cant be helped because other parts are costly, but compared to other hotels in the same price range, the room is small and the interior is simple with an emphasis on practicality. It was something. However, I think its worth staying at this hotel just to experience the evolution of technology and the feeling of the near future.",5
"I stayed for the first time, but I struggled a bit with check-in, but it was quite fun. The bed was comfortable and quiet at night, except for the small room.",3
"I stayed for the first time. I can stay with a little attraction feeling. There are unmanned reception and BAR in lobby, and story robot Chiri-chan in the room. There are many things that can not be experienced elsewhere. The hotel is an apartment type. If there is a problem or there is a question, the person will respond, so it will be interesting once! I personally, but I always stay in the park, so I felt that travel was far.",3
