,날짜,PM10(ug/m3),PM2.5(ug/m3),o3(ppm  ),no2(ppm  ),Unnamed: 5,co(ppm  ),아황산가스(SO2),Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,date,time,Date_Time
2,2022-01-30:24,18,7,0.033,0.013,0.013,0.3,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,24,2022-01-30
3,2022-01-30:23,18,7,0.027,0.02,0.020,0.3,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,23,2022-01-30
4,2022-01-30:22,20,7,0.03,0.019,0.019,0.3,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,22,2022-01-30
5,2022-01-30:21,26,8,0.012,0.042,0.042,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,21,2022-01-30
6,2022-01-30:20,26,7,0.016,0.033,0.033,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,20,2022-01-30
7,2022-01-30:19,32,10,0.024,0.025,0.025,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,19,2022-01-30
8,2022-01-30:18,33,11,0.031,0.022,0.022,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,18,2022-01-30
9,2022-01-30:17,31,11,0.035,0.018,0.018,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,17,2022-01-30
10,2022-01-30:16,26,12,0.04,0.012,0.012,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,16,2022-01-30
11,2022-01-30:15,20,13,0.037,0.014,0.014,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,15,2022-01-30
12,2022-01-30:14,27,15,0.036,0.014,0.014,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,14,2022-01-30
13,2022-01-30:13,31,20,0.034,0.015,0.015,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,13,2022-01-30
14,2022-01-30:12,34,25,0.03,0.02,0.020,0.5,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,12,2022-01-30
15,2022-01-30:11,33,25,0.02,0.028,0.028,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,11,2022-01-30
16,2022-01-30:10,38,23,0.016,0.03,0.030,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,10,2022-01-30
17,2022-01-30:09,37,22,0.007,0.04,0.040,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,09,2022-01-30
18,2022-01-30:08,38,20,0.006,0.04,0.040,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,08,2022-01-30
19,2022-01-30:07,37,19,0.008,0.036,0.036,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,07,2022-01-30
20,2022-01-30:06,38,20,0.007,0.035,0.035,0.6,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,06,2022-01-30
21,2022-01-30:05,39,20,0.009,0.034,0.034,0.6,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,05,2022-01-30
22,2022-01-30:04,38,17,0.015,0.027,0.027,0.5,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,04,2022-01-30
23,2022-01-30:03,36,15,0.014,0.03,0.030,0.5,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,03,2022-01-30
24,2022-01-30:02,34,14,0.024,0.022,0.022,0.5,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,02,2022-01-30
25,2022-01-30:01,30,15,0.024,0.023,0.023,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-30,01,2022-01-30
26,2022-01-29:24,35,15,0.017,0.034,0.034,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,24,2022-01-29
27,2022-01-29:23,36,14,0.008,0.046,0.046,0.5,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,23,2022-01-29
28,2022-01-29:22,36,13,0.008,0.045,0.045,0.5,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,22,2022-01-29
29,2022-01-29:21,39,12,0.014,0.038,0.038,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,21,2022-01-29
30,2022-01-29:20,33,10,0.018,0.034,0.034,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,20,2022-01-29
31,2022-01-29:19,35,9,0.021,0.034,0.034,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,19,2022-01-29
32,2022-01-29:18,29,9,0.026,0.027,0.027,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,18,2022-01-29
33,2022-01-29:17,24,11,0.035,0.016,0.016,0.3,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,17,2022-01-29
34,2022-01-29:16,23,10,0.036,0.015,0.015,0.3,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,16,2022-01-29
35,2022-01-29:15,22,13,0.037,0.013,0.013,0.3,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,15,2022-01-29
36,2022-01-29:14,21,15,0.034,0.015,0.015,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,14,2022-01-29
37,2022-01-29:13,24,18,0.032,0.016,0.016,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,13,2022-01-29
38,2022-01-29:12,26,20,0.029,0.018,0.018,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,12,2022-01-29
39,2022-01-29:11,26,21,0.024,0.022,0.022,0.5,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,11,2022-01-29
40,2022-01-29:10,29,20,0.023,0.024,0.024,0.5,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,10,2022-01-29
41,2022-01-29:09,30,17,0.007,0.042,0.042,0.5,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,09,2022-01-29
42,2022-01-29:08,34,16,0.003,0.045,0.045,0.5,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,08,2022-01-29
43,2022-01-29:07,32,15,0.003,0.042,0.042,0.5,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,07,2022-01-29
44,2022-01-29:06,29,13,0.002,0.046,0.046,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,06,2022-01-29
45,2022-01-29:05,28,13,0.016,0.026,0.026,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,05,2022-01-29
46,2022-01-29:04,26,13,0.017,0.026,0.026,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,04,2022-01-29
47,2022-01-29:03,26,12,0.029,0.013,0.013,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,03,2022-01-29
48,2022-01-29:02,22,11,0.033,0.011,0.011,0.3,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,02,2022-01-29
49,2022-01-29:01,20,13,0.029,0.016,0.016,0.3,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-29,01,2022-01-29
50,2022-01-28:24,23,14,0.024,0.023,0.023,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,24,2022-01-28
51,2022-01-28:23,29,15,0.02,0.03,0.030,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,23,2022-01-28
52,2022-01-28:22,34,17,0.015,0.037,0.037,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,22,2022-01-28
53,2022-01-28:21,35,18,0.012,0.042,0.042,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,21,2022-01-28
54,2022-01-28:20,40,19,0.014,0.041,0.041,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,20,2022-01-28
55,2022-01-28:19,41,19,0.017,0.039,0.039,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,19,2022-01-28
56,2022-01-28:18,38,20,0.023,0.033,0.033,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,18,2022-01-28
57,2022-01-28:17,45,21,0.033,0.021,0.021,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,17,2022-01-28
58,2022-01-28:16,47,21,0.034,0.02,0.020,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,16,2022-01-28
59,2022-01-28:15,23,20,0.035,0.021,0.021,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,15,2022-01-28
60,2022-01-28:14,25,19,0.03,0.023,0.023,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,14,2022-01-28
61,2022-01-28:13,32,19,0.032,0.02,0.020,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,13,2022-01-28
62,2022-01-28:12,36,18,0.028,0.021,0.021,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,12,2022-01-28
63,2022-01-28:11,37,19,0.024,0.024,0.024,0.5,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,11,2022-01-28
64,2022-01-28:10,30,16,0.018,0.029,0.029,0.5,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,10,2022-01-28
65,2022-01-28:09,30,14,0.017,0.028,0.028,0.5,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,09,2022-01-28
66,2022-01-28:08,31,15,0.008,0.039,0.039,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,08,2022-01-28
67,2022-01-28:07,31,15,0.008,0.038,0.038,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,07,2022-01-28
68,2022-01-28:06,31,15,0.016,0.029,0.029,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,06,2022-01-28
69,2022-01-28:05,30,16,0.018,0.026,0.026,0.3,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,05,2022-01-28
70,2022-01-28:04,32,19,0.025,0.019,0.019,0.3,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,04,2022-01-28
71,2022-01-28:03,39,20,0.018,0.028,0.028,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,03,2022-01-28
72,2022-01-28:02,44,21,0.018,0.03,0.030,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,02,2022-01-28
73,2022-01-28:01,39,24,0.018,0.03,0.030,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-28,01,2022-01-28
74,2022-01-27:24,45,28,0.032,0.018,0.018,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,24,2022-01-27
75,2022-01-27:23,49,32,0.032,0.021,0.021,0.5,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,23,2022-01-27
76,2022-01-27:22,49,34,0.009,0.053,0.053,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,22,2022-01-27
77,2022-01-27:21,55,33,0.005,0.057,0.057,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,21,2022-01-27
78,2022-01-27:20,62,35,0.009,0.053,0.053,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,20,2022-01-27
79,2022-01-27:19,73,38,0.02,0.042,0.042,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,19,2022-01-27
80,2022-01-27:18,69,42,0.029,0.034,0.034,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,18,2022-01-27
81,2022-01-27:17,73,47,0.031,0.032,0.032,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,17,2022-01-27
82,2022-01-27:16,70,48,0.029,0.036,0.036,0.6,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,16,2022-01-27
83,2022-01-27:15,60,45,0.023,0.044,0.044,0.7,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,15,2022-01-27
84,2022-01-27:14,63,45,0.022,0.04,0.040,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,14,2022-01-27
85,2022-01-27:13,71,47,0.025,0.034,0.034,0.6,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,13,2022-01-27
86,2022-01-27:12,74,49,0.019,0.038,0.038,0.7,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,12,2022-01-27
87,2022-01-27:11,79,46,0.011,0.049,0.049,0.7,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,11,2022-01-27
88,2022-01-27:10,74,41,0.006,0.055,0.055,0.8,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,10,2022-01-27
89,2022-01-27:09,64,37,0.003,0.058,0.058,0.8,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,09,2022-01-27
90,2022-01-27:08,57,33,0.003,0.053,0.053,0.8,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,08,2022-01-27
91,2022-01-27:07,51,29,0.002,0.053,0.053,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,07,2022-01-27
92,2022-01-27:06,49,27,0.002,0.049,0.049,0.5,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,06,2022-01-27
93,2022-01-27:05,47,26,0.003,0.046,0.046,0.5,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,05,2022-01-27
94,2022-01-27:04,44,24,0.01,0.037,0.037,0.5,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,04,2022-01-27
95,2022-01-27:03,47,25,0.016,0.029,0.029,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,03,2022-01-27
96,2022-01-27:02,46,26,0.022,0.023,0.023,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,02,2022-01-27
97,2022-01-27:01,40,27,0.02,0.028,0.028,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-27,01,2022-01-27
98,2022-01-26:24,46,30,0.028,0.02,0.020,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,24,2022-01-26
99,2022-01-26:23,50,33,0.021,0.029,0.029,0.5,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,23,2022-01-26
100,2022-01-26:22,59,37,0.003,0.061,0.061,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,22,2022-01-26
101,2022-01-26:21,64,39,0.003,0.062,0.062,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,21,2022-01-26
102,2022-01-26:20,66,40,0.005,0.06,0.060,0.8,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,20,2022-01-26
103,2022-01-26:19,67,40,0.01,0.056,0.056,0.8,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,19,2022-01-26
104,2022-01-26:18,75,42,0.026,0.038,0.038,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,18,2022-01-26
105,2022-01-26:17,65,42,0.042,0.024,0.024,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,17,2022-01-26
106,2022-01-26:16,66,44,0.041,0.023,0.023,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,16,2022-01-26
107,2022-01-26:15,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,15,2022-01-26
108,2022-01-26:14,60,48,0.04,0.022,0.022,0.7,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,14,2022-01-26
109,2022-01-26:13,57,51,0.025,0.038,0.038,0.8,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,13,2022-01-26
110,2022-01-26:12,66,53,0.025,0.034,0.034,0.8,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,12,2022-01-26
111,2022-01-26:11,70,48,0.006,0.058,0.058,1.0,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,11,2022-01-26
112,2022-01-26:10,56,41,0.003,0.07,0.070,1.1,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,10,2022-01-26
113,2022-01-26:09,51,37,0.002,0.059,0.059,0.9,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,09,2022-01-26
114,2022-01-26:08,50,36,0.002,0.063,0.063,0.8,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,08,2022-01-26
115,2022-01-26:07,48,36,0.002,0.057,0.057,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,07,2022-01-26
116,2022-01-26:06,48,36,0.003,0.048,0.048,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,06,2022-01-26
117,2022-01-26:05,49,35,0.002,0.053,0.053,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,05,2022-01-26
118,2022-01-26:04,57,37,0.007,0.045,0.045,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,04,2022-01-26
119,2022-01-26:03,57,37,0.008,0.041,0.041,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,03,2022-01-26
120,2022-01-26:02,52,37,0.009,0.042,0.042,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,02,2022-01-26
121,2022-01-26:01,54,37,0.014,0.04,0.040,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26,01,2022-01-26
122,2022-01-25:24,59,36,0.009,0.039,0.039,0.9,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-25,24,2022-01-25
123,2022-01-25:23,62,35,0.01,0.037,0.037,0.9,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-25,23,2022-01-25
124,2022-01-25:22,62,33,0.01,0.037,0.037,0.9,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-25,22,2022-01-25
125,2022-01-25:21,61,30,0.015,0.033,0.033,0.8,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-25,21,2022-01-25
126,2022-01-25:20,53,28,0.013,0.037,0.037,0.8,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-25,20,2022-01-25
127,2022-01-25:19,41,26,0.02,0.035,0.035,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-25,19,2022-01-25
128,2022-01-25:18,35,27,0.03,0.026,0.026,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-25,18,2022-01-25
129,2022-01-25:17,38,28,0.026,0.026,0.026,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-25,17,2022-01-25
